trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",30,0,-177.93929114332178,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 1.0}",25,0,-150.75449676746072,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 1.0}",30,0,-76.92028954128898,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 1.0}",25,7,-80.576131097401,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
